Identifier,totalProfitPercent,7dUSDProfit,30dUSDProfit,winrate_7d,winrate_30d,tags,sol_balance,directLink,buy_7d,No Token Distribution Data
E2NAvKgAyKEf5pMqEb4dibsmcsEXUFSEK1SgGAtTn5uG,-6.82%,"$-1,234.56","$-1,419.03",38.95%,?,['trojan'],0.00,https://gmgn.ai/sol/address/E2NAvKgAyKEf5pMqEb4dibsmcsEXUFSEK1SgGAtTn5uG,291,
